loan_id,application_date,income_at_application,debt_ratio_at_application,credit_history_months_at_application,age_at_application,prev_loans_at_application,loan_amount_at_application,occupation_at_application,collection_calls,account_status,days_since_last_payment,defaulted
L-24933,2023-09-11,9000.00,0.102,179,57,2,50000.00,อาชีพอิสระ,2,ปกติ,28,0
L-26574,2023-09-11,38961.43,0.116,233,51,2,50000.00,พนักงานประจำ,2,ปกติ,19,0
L-27132,2023-09-11,50375.13,0.559,19,36,1,150000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,24,0
L-27421,2023-09-11,9000.00,0.349,129,63,3,100000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,11,0
L-29883,2023-09-11,52889.84,0.314,183,60,3,500000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,3,0
L-31213,2023-09-11,39644.36,0.675,94,38,2,500000.00,ธุรกิจส่วนตัว,0,ปกติ,23,0
L-31917,2023-09-11,34319.37,0.442,238,28,0,500000.00,ธุรกิจส่วนตัว,0,ปกติ,27,0
L-20471,2023-09-12,9000.00,0.412,1,49,6,300000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,27,0
L-23193,2023-09-12,32776.68,0.219,67,38,0,50000.00,พนักงานประจำ,2,ปกติ,9,0
L-24663,2023-09-12,44703.69,0.601,142,34,3,300000.00,ข้าราชการ,2,ปกติ,4,0
L-25613,2023-09-12,49002.82,0.261,23,37,5,200000.00,อาชีพอิสระ,0,ปกติ,1,0
L-26397,2023-09-12,23381.06,0.621,22,63,6,200000.00,ข้าราชการ,1,ปกติ,19,0
L-28363,2023-09-12,19512.53,0.509,182,64,0,500000.00,อาชีพอิสระ,2,ปกติ,13,0
L-29361,2023-09-12,31777.85,0.328,209,36,2,50000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,11,0
L-30105,2023-09-12,41255.60,0.814,66,38,3,150000.00,อาชีพอิสระ,1,ปกติ,25,0
L-30913,2023-09-12,36692.67,0.69,52,39,3,300000.00,พนักงานประจำ,1,ปกติ,20,0
L-31700,2023-09-12,53793.35,0.575,177,54,6,100000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,1,0
L-31853,2023-09-12,40264.11,0.553,19,61,6,150000.00,อาชีพอิสระ,0,ปกติ,26,0
L-20171,2023-09-13,43727.67,0.157,185,34,2,100000.00,ธุรกิจส่วนตัว,2,ปกติ,19,0
L-20753,2023-09-13,42090.96,0.515,12,25,0,200000.00,อาชีพอิสระ,2,ปกติ,15,0
L-22353,2023-09-13,45892.48,0.398,176,51,6,500000.00,ข้าราชการ,1,ปกติ,27,0
L-22655,2023-09-13,52990.06,0.407,232,56,1,50000.00,ข้าราชการ,2,ปกติ,24,0
L-24840,2023-09-13,11015.72,0.247,45,35,1,150000.00,ข้าราชการ,0,ปกติ,3,0
L-25239,2023-09-13,40384.12,0.534,225,65,3,50000.00,อาชีพอิสระ,10,ค้างชำระ,56,1
L-25765,2023-09-13,51034.83,0.647,9,45,1,150000.00,ข้าราชการ,0,ปกติ,27,0
L-26269,2023-09-13,25638.92,0.338,165,51,6,300000.00,พนักงานประจำ,0,ปกติ,6,0
L-27754,2023-09-13,19984.16,0.511,2,33,0,500000.00,ข้าราชการ,1,ปกติ,25,0
L-28858,2023-09-13,58492.49,0.02,200,60,4,500000.00,อาชีพอิสระ,1,ปกติ,30,0
L-28899,2023-09-13,45654.51,0.365,55,31,6,500000.00,ข้าราชการ,1,ปกติ,3,0
L-28905,2023-09-13,13767.79,0.851,41,34,5,50000.00,อาชีพอิสระ,1,ปกติ,22,0
L-29808,2023-09-13,59511.61,0.575,195,37,2,300000.00,ธุรกิจส่วนตัว,0,ปกติ,1,0
L-30251,2023-09-13,37040.41,0.153,18,22,3,300000.00,พนักงานประจำ,0,ปกติ,28,0
L-30625,2023-09-13,20958.37,0.297,99,44,5,300000.00,ธุรกิจส่วนตัว,0,ปกติ,16,0
L-20892,2023-09-14,47182.24,0.432,200,52,5,100000.00,ธุรกิจส่วนตัว,0,ปกติ,7,0
L-22538,2023-09-14,27071.22,0.51,30,30,1,200000.00,พนักงานประจำ,1,ปกติ,27,0
L-24072,2023-09-14,9000.00,0.225,47,26,4,500000.00,อาชีพอิสระ,0,ปกติ,7,0
L-24826,2023-09-14,10560.90,0.449,160,61,4,150000.00,ข้าราชการ,1,ปกติ,6,0
L-27833,2023-09-14,50623.79,0.192,119,21,5,100000.00,พนักงานประจำ,2,ปกติ,28,0
L-28808,2023-09-14,40682.18,0.105,73,55,1,100000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,3,0
L-28976,2023-09-14,32185.72,0.661,157,53,4,300000.00,ข้าราชการ,0,ปกติ,0,0
L-29119,2023-09-14,50793.69,0.405,101,43,2,500000.00,อาชีพอิสระ,0,ปกติ,23,0
L-29502,2023-09-14,26295.16,0.414,1,60,2,150000.00,ข้าราชการ,0,ปกติ,13,0
L-29520,2023-09-14,37170.86,0.184,126,53,5,500000.00,ข้าราชการ,0,ปกติ,30,0
L-30300,2023-09-14,9000.00,0.178,188,65,4,50000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,20,0
L-30346,2023-09-14,44981.33,0.379,202,38,2,150000.00,ข้าราชการ,1,ปกติ,15,0
L-20514,2023-09-15,43387.31,0.392,87,26,3,100000.00,อาชีพอิสระ,0,ปกติ,0,0
L-20750,2023-09-15,14812.04,0.401,100,36,6,100000.00,อาชีพอิสระ,2,ปกติ,22,0
L-21218,2023-09-15,37682.71,0.23,209,37,3,50000.00,ข้าราชการ,2,ปกติ,7,0
L-21879,2023-09-15,41923.11,0.56,119,59,5,500000.00,ข้าราชการ,2,ปกติ,21,0
L-23797,2023-09-15,27042.08,0.431,82,38,3,300000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,5,0
L-24383,2023-09-15,32684.36,0.406,150,37,5,500000.00,ธุรกิจส่วนตัว,2,ปกติ,8,0
L-24500,2023-09-15,39425.48,0.162,142,55,2,50000.00,ข้าราชการ,0,ปกติ,15,0
L-26224,2023-09-15,48401.68,0.496,24,50,1,500000.00,ข้าราชการ,0,ปกติ,20,0
L-27751,2023-09-15,26684.75,0.353,2,21,1,50000.00,ธุรกิจส่วนตัว,1,ปกติ,13,0
L-30092,2023-09-15,9000.00,0.459,1,32,6,50000.00,ธุรกิจส่วนตัว,2,ปกติ,10,0
L-30789,2023-09-15,31063.40,0.02,68,43,3,300000.00,อาชีพอิสระ,1,ปกติ,14,0
L-31090,2023-09-15,22770.31,0.389,19,53,6,150000.00,พนักงานประจำ,0,ปกติ,26,0
L-20512,2023-09-16,48618.82,0.505,197,34,1,150000.00,พนักงานประจำ,1,ปกติ,14,0
L-20780,2023-09-16,21854.49,0.36,17,61,4,300000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,17,0
L-21458,2023-09-16,45693.37,0.412,58,60,6,150000.00,พนักงานประจำ,2,ปกติ,17,0
L-23346,2023-09-16,35994.29,0.534,202,57,1,50000.00,อาชีพอิสระ,1,ปกติ,4,0
L-23734,2023-09-16,25997.54,0.681,136,56,3,50000.00,พนักงานประจำ,9,ค้างชำระ,111,1
L-24203,2023-09-16,30323.81,0.443,209,24,4,50000.00,อาชีพอิสระ,2,ปกติ,6,0
L-27556,2023-09-16,36284.81,0.482,72,54,2,100000.00,ข้าราชการ,2,ปกติ,2,0
L-28611,2023-09-16,37436.77,0.401,119,39,4,150000.00,ธุรกิจส่วนตัว,1,ปกติ,16,0
L-28805,2023-09-16,32819.70,0.101,108,56,4,200000.00,ธุรกิจส่วนตัว,0,ปกติ,2,0
L-28862,2023-09-16,60041.00,0.393,184,52,1,200000.00,พนักงานประจำ,2,ปกติ,0,0
L-29887,2023-09-16,40212.62,0.106,3,63,5,50000.00,อาชีพอิสระ,2,ปกติ,14,0
L-31029,2023-09-16,46029.40,0.486,141,44,1,100000.00,อาชีพอิสระ,0,ปกติ,19,0
L-20944,2023-09-17,41116.44,0.204,70,58,1,200000.00,อาชีพอิสระ,0,ปกติ,7,0
L-21703,2023-09-17,39580.93,0.33,172,61,3,50000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,11,0
L-21758,2023-09-17,9000.00,0.581,71,63,4,500000.00,ข้าราชการ,0,ปกติ,20,0
L-22978,2023-09-17,19120.85,0.608,61,41,0,50000.00,พนักงานประจำ,0,ปกติ,8,0
L-24149,2023-09-17,48601.51,0.542,82,42,2,50000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,29,0
L-24164,2023-09-17,40152.81,0.269,218,59,4,50000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,15,0
L-24287,2023-09-17,9000.00,0.143,231,48,5,50000.00,พนักงานประจำ,0,ปกติ,12,0
L-24440,2023-09-17,38642.03,0.358,184,45,4,100000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,21,0
L-24520,2023-09-17,17927.00,0.238,48,29,2,100000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,27,0
L-26863,2023-09-17,45234.57,0.19,66,36,2,100000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,21,0
L-28592,2023-09-17,42167.79,0.205,1,28,2,150000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,9,0
L-28768,2023-09-17,16741.10,0.364,202,33,4,150000.00,อาชีพอิสระ,2,ปกติ,22,0
L-31616,2023-09-17,51509.88,0.621,186,28,2,300000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,0,0
L-21148,2023-09-18,15516.91,0.507,141,58,0,150000.00,ข้าราชการ,2,ปกติ,10,0
L-22176,2023-09-18,30543.99,0.461,86,42,6,200000.00,อาชีพอิสระ,0,ปกติ,15,0
L-22295,2023-09-18,30011.88,0.256,117,23,4,100000.00,ข้าราชการ,0,ปกติ,28,0
L-22356,2023-09-18,37631.27,0.339,148,52,6,200000.00,พนักงานประจำ,1,ปกติ,8,0
L-24652,2023-09-18,47067.17,0.465,228,32,0,100000.00,พนักงานประจำ,1,ปกติ,26,0
L-25001,2023-09-18,53698.04,0.668,147,52,4,200000.00,พนักงานประจำ,1,ปกติ,15,0
L-26764,2023-09-18,14406.53,0.39,139,63,0,200000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,0,0
L-27507,2023-09-18,38866.32,0.152,66,44,5,500000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,19,0
L-28154,2023-09-18,42970.25,0.547,160,35,1,300000.00,ข้าราชการ,2,ปกติ,14,0
L-28809,2023-09-18,59380.44,0.383,5,26,5,300000.00,พนักงานประจำ,2,ปกติ,26,0
L-21354,2023-09-19,39042.78,0.292,204,56,5,100000.00,ข้าราชการ,1,ปกติ,20,0
L-21443,2023-09-19,9000.00,0.455,40,31,6,150000.00,อาชีพอิสระ,1,ปกติ,22,0
L-22354,2023-09-19,42856.07,0.111,65,58,3,200000.00,พนักงานประจำ,2,ปกติ,23,0
L-22708,2023-09-19,49608.25,0.31,191,35,6,200000.00,พนักงานประจำ,2,ปกติ,22,0
L-23586,2023-09-19,44847.88,0.185,134,27,3,300000.00,ธุรกิจส่วนตัว,1,ปกติ,24,0
L-23897,2023-09-19,32350.57,0.337,240,54,1,200000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,27,0
L-24023,2023-09-19,33734.40,0.17,57,51,3,100000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,20,0
L-24302,2023-09-19,49264.44,0.525,99,36,0,300000.00,พนักงานประจำ,1,ปกติ,14,0
L-25042,2023-09-19,37945.03,0.226,116,51,2,50000.00,พนักงานประจำ,2,ปกติ,19,0
L-25445,2023-09-19,33791.37,0.344,215,43,6,100000.00,อาชีพอิสระ,0,ปกติ,28,0
L-25455,2023-09-19,33360.95,0.662,210,62,0,50000.00,พนักงานประจำ,1,ปกติ,29,0
L-26313,2023-09-19,47115.62,0.477,190,62,4,300000.00,พนักงานประจำ,1,ปกติ,1,0
L-27452,2023-09-19,29202.04,0.372,172,32,5,50000.00,ธุรกิจส่วนตัว,0,ปกติ,5,0
L-28031,2023-09-19,9000.00,0.225,85,62,3,500000.00,ธุรกิจส่วนตัว,1,ปกติ,0,0
L-29511,2023-09-19,14235.40,0.25,139,43,5,500000.00,ธุรกิจส่วนตัว,1,ปกติ,13,0
L-29829,2023-09-19,31175.66,0.586,61,45,2,150000.00,อาชีพอิสระ,0,ปกติ,3,0
L-30225,2023-09-19,13687.17,0.259,50,59,4,200000.00,ข้าราชการ,9,ค้างชำระ,152,1
L-30303,2023-09-19,33830.58,0.569,97,56,5,100000.00,ข้าราชการ,0,ปกติ,13,0
L-31718,2023-09-19,9230.14,0.268,232,65,0,100000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,8,0
L-31963,2023-09-19,38436.58,0.536,105,40,4,100000.00,ข้าราชการ,2,ปกติ,26,0
L-21063,2023-09-20,25854.17,0.476,211,56,2,200000.00,พนักงานประจำ,2,ปกติ,17,0
L-21174,2023-09-20,42216.33,0.518,90,49,4,50000.00,ข้าราชการ,1,ปกติ,20,0
L-22220,2023-09-20,55284.20,0.325,138,47,6,200000.00,พนักงานประจำ,1,ปกติ,8,0
L-23165,2023-09-20,57106.60,0.127,120,38,5,300000.00,พนักงานประจำ,1,ปกติ,9,0
L-24586,2023-09-20,15385.91,0.499,16,27,2,300000.00,ข้าราชการ,0,ปกติ,2,0
L-26006,2023-09-20,27296.79,0.748,140,51,3,300000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,20,0
L-26400,2023-09-20,43936.27,0.103,198,52,6,100000.00,ข้าราชการ,1,ปกติ,1,0
L-26990,2023-09-20,47884.57,0.566,94,32,1,50000.00,อาชีพอิสระ,1,ปกติ,11,0
L-27816,2023-09-20,44094.45,0.173,184,65,0,300000.00,อาชีพอิสระ,0,ปกติ,6,0
L-29973,2023-09-20,37647.62,0.335,62,44,5,500000.00,พนักงานประจำ,1,ปกติ,22,0
L-30375,2023-09-20,18296.87,0.356,113,39,6,100000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,84,1
L-20727,2023-09-21,64247.55,0.765,40,59,4,50000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,0,0
L-22205,2023-09-21,34293.24,0.603,130,24,5,300000.00,พนักงานประจำ,0,ปกติ,9,0
L-22854,2023-09-21,26933.30,0.483,147,57,3,150000.00,ธุรกิจส่วนตัว,0,ปกติ,28,0
L-23722,2023-09-21,25574.05,0.482,237,45,6,150000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,23,0
L-24571,2023-09-21,37736.98,0.259,105,44,0,500000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,26,0
L-27040,2023-09-21,42236.07,0.381,189,47,6,100000.00,ธุรกิจส่วนตัว,0,ปกติ,28,0
L-28092,2023-09-21,9000.00,0.572,103,50,3,150000.00,ธุรกิจส่วนตัว,1,ปกติ,14,0
L-28508,2023-09-21,59363.23,0.465,44,31,6,150000.00,พนักงานประจำ,1,ปกติ,17,0
L-29828,2023-09-21,53936.29,0.551,125,45,1,150000.00,อาชีพอิสระ,2,ปกติ,21,0
L-20971,2023-09-22,37630.86,0.245,14,57,0,150000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,2,0
L-21318,2023-09-22,24462.01,0.297,234,55,6,50000.00,ธุรกิจส่วนตัว,1,ปกติ,1,0
L-24079,2023-09-22,35876.93,0.45,214,30,6,50000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,25,0
L-25016,2023-09-22,26234.59,0.571,200,26,6,500000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,22,0
L-26026,2023-09-22,36578.81,0.269,32,21,6,50000.00,อาชีพอิสระ,0,ปกติ,26,0
L-26716,2023-09-22,46549.12,0.265,192,61,0,200000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,29,0
L-27057,2023-09-22,26476.03,0.633,109,42,2,50000.00,ธุรกิจส่วนตัว,2,ปกติ,26,0
L-27878,2023-09-22,36997.97,0.248,100,33,5,200000.00,พนักงานประจำ,2,ปกติ,18,0
L-28256,2023-09-22,40016.44,0.02,104,60,0,100000.00,ข้าราชการ,0,ปกติ,24,0
L-29294,2023-09-22,36505.41,0.443,177,65,3,150000.00,ธุรกิจส่วนตัว,11,ค้างชำระ,178,1
L-30851,2023-09-22,18040.58,0.516,219,43,6,200000.00,ข้าราชการ,2,ปกติ,3,0
L-31113,2023-09-22,34684.70,0.176,71,37,2,200000.00,ข้าราชการ,2,ปกติ,3,0
L-20146,2023-09-23,25826.44,0.148,96,39,3,200000.00,ข้าราชการ,0,ปกติ,4,0
L-21559,2023-09-23,39502.24,0.336,127,55,2,50000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,21,0
L-22078,2023-09-23,34506.79,0.411,154,31,2,50000.00,พนักงานประจำ,0,ปกติ,25,0
L-23229,2023-09-23,20215.40,0.252,152,30,5,150000.00,พนักงานประจำ,0,ปกติ,12,0
L-23461,2023-09-23,36204.20,0.02,228,25,2,150000.00,พนักงานประจำ,1,ปกติ,4,0
L-23612,2023-09-23,39275.92,0.442,199,27,2,500000.00,ธุรกิจส่วนตัว,12,ค้างชำระ,172,1
L-24214,2023-09-23,37764.40,0.174,76,43,1,50000.00,พนักงานประจำ,0,ปกติ,27,0
L-25203,2023-09-23,38818.97,0.335,171,63,2,50000.00,ธุรกิจส่วนตัว,2,ปกติ,0,0
L-25577,2023-09-23,39999.86,0.308,90,57,4,50000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,23,0
L-26255,2023-09-23,21407.76,0.26,64,54,3,50000.00,ธุรกิจส่วนตัว,0,ปกติ,11,0
L-26396,2023-09-23,20136.49,0.089,29,50,5,100000.00,ข้าราชการ,0,ปกติ,10,0
L-27725,2023-09-23,45413.48,0.508,92,32,3,50000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,16,0
L-28691,2023-09-23,9000.00,0.605,131,50,3,500000.00,พนักงานประจำ,1,ปกติ,22,0
L-29210,2023-09-23,34007.38,0.436,229,42,4,100000.00,ข้าราชการ,1,ปกติ,22,0
L-29909,2023-09-23,46788.49,0.795,75,46,5,200000.00,ธุรกิจส่วนตัว,1,ปกติ,12,0
L-30112,2023-09-23,23361.79,0.561,163,50,2,300000.00,พนักงานประจำ,0,ปกติ,12,0
L-31383,2023-09-23,64376.23,0.549,130,24,1,100000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,23,0
